,image,DICE,challenge_FP,challenge_FN
717,PETCT_b2f82ed4b9_04172003.nii.gz,,0.0,0.0
718,PETCT_f068e22258_05142007.nii.gz,0.0,4.242,0.0
719,PETCT_fe705ea1cc_04272003.nii.gz,0.0,0.299,0.0
720,PETCT_b510436d83_11142003.nii.gz,0.0,0.0,0.137
721,PETCT_68f73c4518_11132004.nii.gz,0.9695840380701202,0.0,0.0
722,PETCT_d8d9e52cd5_05072007.nii.gz,0.8262025622431713,0.254,0.0
723,PETCT_69c90b6820_11212005.nii.gz,,0.0,0.0
724,PETCT_544676de40_12152005.nii.gz,,0.0,0.0
725,PETCT_6f46454a8d_09032005.nii.gz,,0.0,0.0
726,PETCT_30e2b83b74_09012002.nii.gz,0.0,0.043000000000000003,0.0
727,PETCT_2140db0ca5_04132007.nii.gz,0.47440336572471054,0.039,2.882
728,PETCT_5d553bf6b4_09162001.nii.gz,0.7181291723638703,0.02,1.738
729,PETCT_4b688f46b0_02182005.nii.gz,0.335648944936425,0.052000000000000005,0.066
730,PETCT_4dcf62f869_11032000.nii.gz,0.5614639968173982,0.01,1.621
731,PETCT_46ee4ddd68_03192007.nii.gz,0.8597236981934112,0.0,0.015
732,PETCT_685d7c09b5_12232000.nii.gz,0.6827941248231103,0.076,0.17200000000000001
733,PETCT_e6a91fef70_03022006.nii.gz,0.0,0.783,0.0
734,PETCT_760c77b289_01202002.nii.gz,0.05740482359976081,0.0,4.687
735,PETCT_d325897ff4_07152005.nii.gz,,0.0,0.0
736,PETCT_ae96f738c0_05012003.nii.gz,0.0,0.23600000000000002,2.869
737,PETCT_5109748328_08032002.nii.gz,0.0,0.06,0.0
738,PETCT_83e4c5b578_03112006.nii.gz,,0.0,0.0
739,PETCT_adc49adb3d_09222002.nii.gz,0.0,159.01500000000001,0.0
740,PETCT_4250de48c8_02122001.nii.gz,0.8544855648130207,0.0,0.17500000000000002
741,PETCT_515c40c4a6_07242006.nii.gz,0.0,0.181,0.0
742,PETCT_275fb00a66_05042001.nii.gz,0.813106607655874,0.0,0.84
743,PETCT_a37c4e231f_12132002.nii.gz,,0.0,0.0
744,PETCT_a933c9af60_09192002.nii.gz,0.0,0.22,0.0
745,PETCT_544676de40_07032005.nii.gz,0.7850348763474952,0.023,0.454
746,PETCT_75210090cd_07022005.nii.gz,0.0,0.164,0.0
747,PETCT_e5c7be07a8_04082005.nii.gz,,0.0,0.0
748,PETCT_80ccbdadf9_05062002.nii.gz,0.8312236286919831,0.0,0.17300000000000001
749,PETCT_e5e1918765_07242003.nii.gz,,0.0,0.0
750,PETCT_a1d93ebc74_09012003.nii.gz,0.0,16.096,0.0
751,PETCT_5d10be5b89_05302005.nii.gz,0.901521966849467,0.395,0.081
752,PETCT_44c04dcf65_10032003.nii.gz,0.0,0.062,0.0
753,PETCT_335a00191d_02162001.nii.gz,0.8504663348561586,0.041,1.766
754,PETCT_742a9413db_11102001.nii.gz,0.9168896665294359,0.0,0.0
755,PETCT_6f46454a8d_09072003.nii.gz,,0.0,0.0
756,PETCT_4fb1817df3_06062005.nii.gz,0.0,0.04,0.0
757,PETCT_21e4ffcb52_05062002.nii.gz,0.8430869374726169,0.23500000000000001,0.53
758,PETCT_a86b2dc6ce_10142002.nii.gz,0.5938009787928222,0.121,0.0
759,PETCT_9d6e9223cc_11162002.nii.gz,,0.0,0.0
760,PETCT_44cfacfd6e_04152007.nii.gz,,0.0,0.0
761,PETCT_32aa845af1_06152007.nii.gz,0.914661704107404,0.18,0.124
762,PETCT_7c96c4626d_06302003.nii.gz,0.0,0.046,0.0
763,PETCT_ca58410fad_05232003.nii.gz,0.600907355645315,0.0,4.165
764,PETCT_35c9c85a96_09232005.nii.gz,0.8684674696366477,0.021,0.562
765,PETCT_6e7c7f8087_03232003.nii.gz,0.9003122945430638,0.0,0.196
766,PETCT_44b08f570e_02102001.nii.gz,0.9238312428734321,0.157,0.001
767,PETCT_fbd907a179_10042003.nii.gz,0.0,0.307,0.737
768,PETCT_3a40a26443_10022005.nii.gz,,0.0,0.0
769,PETCT_1774857f8e_11232006.nii.gz,0.0,0.025,0.0
770,PETCT_321bba14bc_03072002.nii.gz,0.6567185091775256,0.14100000000000001,0.367
771,PETCT_3bce0eb7aa_06032007.nii.gz,,0.0,0.0
772,PETCT_55ca11402a_06052003.nii.gz,0.8634230022432937,0.055,0.022
773,PETCT_ea42c88cc7_02262006.nii.gz,0.8926482471292061,0.5720000000000001,0.20700000000000002
774,PETCT_b1de3d4248_11202003.nii.gz,0.0,0.059000000000000004,0.0
775,PETCT_9a418f3b3a_05112003.nii.gz,,0.0,0.0
776,PETCT_474d7af918_12092004.nii.gz,,0.0,0.0
777,PETCT_9a66a81ad1_02262005.nii.gz,0.0,0.893,0.0
778,PETCT_90d668ed29_06072003.nii.gz,,0.0,0.0
779,PETCT_11afab3485_05252003.nii.gz,0.31451612903225806,0.0,0.153
780,PETCT_3f5a9f616f_06032007.nii.gz,0.7206581966754352,0.035,0.7010000000000001
781,PETCT_cd2ef932b5_04272003.nii.gz,0.8794655031360785,0.266,0.001
782,PETCT_c32e1daf9b_02022003.nii.gz,0.0,0.43,0.0
783,PETCT_5e81863014_10182002.nii.gz,,0.0,0.0
784,PETCT_e68c4577d8_05252007.nii.gz,,0.0,0.0
785,PETCT_d1c8141930_06142002.nii.gz,0.11526339486717695,0.0,3.457
786,PETCT_510fb36781_02062003.nii.gz,0.9570975695667489,0.0,0.0
787,PETCT_ec581d49ef_01232003.nii.gz,0.7600267379679144,0.022,0.0
788,PETCT_a57bd6b006_11092002.nii.gz,0.0,0.019,0.0
789,PETCT_b4247b8ecd_10202006.nii.gz,0.0,0.256,0.0
790,PETCT_df2e16771a_11142003.nii.gz,,0.0,0.0
791,PETCT_5ac4fd9091_11142004.nii.gz,,0.0,0.0
792,PETCT_d3f13dff4b_08242003.nii.gz,,0.0,0.0
793,PETCT_8b714a64e7_05172007.nii.gz,,0.0,0.0
794,PETCT_0beb67c923_07251999.nii.gz,0.9135906184099988,0.136,0.012
795,PETCT_55e3e62722_03032007.nii.gz,,0.0,0.0
796,PETCT_249c02c01c_03062003.nii.gz,0.5678098092803198,0.0,3.544
797,PETCT_91cfa804b0_09222006.nii.gz,0.8197674418604651,0.022,0.026000000000000002
798,PETCT_b41bc7c1e5_11052006.nii.gz,,0.0,0.0
799,PETCT_e00c98b415_10192002.nii.gz,0.0,1.201,0.0
800,PETCT_86153b2974_10062006.nii.gz,,0.0,0.0
801,PETCT_ec6b934720_10252002.nii.gz,0.9208914375081454,0.0,0.0
802,PETCT_d3d61785e6_10192001.nii.gz,0.875352166298637,0.109,1.598
803,PETCT_01140d52d8_08132005.nii.gz,0.9364942881709863,0.0,0.049
804,PETCT_65bd1a4c38_09302005.nii.gz,0.809258554475314,0.179,2.423
805,PETCT_983a76fd43_11012001.nii.gz,0.8566157884934326,0.187,0.879
806,PETCT_f4813007a0_11252000.nii.gz,0.7274149393820883,0.0,0.8210000000000001
807,PETCT_b899150306_08112002.nii.gz,0.806146572104019,0.0,0.9490000000000001
808,PETCT_2946d59a94_11062006.nii.gz,0.0,0.17,0.0
809,PETCT_5e339b2ecf_11112005.nii.gz,,0.0,0.0
810,PETCT_d69c3fceba_04052003.nii.gz,0.8573740643334008,0.053,0.216
811,PETCT_595975bc57_03102006.nii.gz,0.0,0.113,0.0
812,PETCT_7323c415d0_02262006.nii.gz,0.7569314900467636,0.742,3.5300000000000002
813,PETCT_a4cd2b10de_12292001.nii.gz,0.7769164513350559,0.016,0.008
814,PETCT_32219760da_03132003.nii.gz,,0.0,0.0
815,PETCT_53dad1785b_12112005.nii.gz,0.7538461538461538,2.466,0.423
816,PETCT_0f4ee9e078_02102005.nii.gz,0.41766109785202865,0.331,0.123
817,PETCT_0225325b91_08222005.nii.gz,,0.0,0.0
818,PETCT_75d5e740f0_07112002.nii.gz,,0.0,0.0
819,PETCT_8b73608326_04042003.nii.gz,,0.0,0.0
820,PETCT_99a7bfad23_08262000.nii.gz,0.7099135561884775,0.181,0.41200000000000003
821,PETCT_9c36b318e8_11042006.nii.gz,,0.0,0.0
822,PETCT_f6295a93a6_10092006.nii.gz,0.0,9.786,0.0
823,PETCT_0af7ffe12a_08122005.nii.gz,,0.0,0.0
824,PETCT_87afc291ec_01262006.nii.gz,,0.0,0.0
825,PETCT_bd7603e9df_05062005.nii.gz,0.8422628951747089,0.0,0.0
826,PETCT_48c70dc4a3_04132007.nii.gz,,0.0,0.0
827,PETCT_c898e2abcb_12102004.nii.gz,0.861038961038961,0.037,0.012
828,PETCT_ae3074834a_07262003.nii.gz,0.904525153787815,0.0,0.0
829,PETCT_ff1451316e_03312003.nii.gz,,0.0,0.0
830,PETCT_16cdbc8689_07152005.nii.gz,0.9175470831419384,0.37,0.215
831,PETCT_eda00de6b0_06242006.nii.gz,,0.0,0.0
832,PETCT_f9c4d4f9ab_03222007.nii.gz,0.7403138889981513,0.512,0.0
833,PETCT_94cc0dac49_03102006.nii.gz,,0.0,0.0
834,PETCT_48d5467561_10282005.nii.gz,0.0,0.045,0.0
835,PETCT_86153b2974_10022005.nii.gz,,0.0,0.0
836,PETCT_55ae7986e1_05102003.nii.gz,0.0,0.0,0.058
837,PETCT_108c1763d4_09302004.nii.gz,0.1684368361864301,0.01,0.001
838,PETCT_b5923963ac_02172007.nii.gz,0.9273743016759777,0.0,0.0
839,PETCT_7ee7610b9e_01212006.nii.gz,,0.0,0.0
840,PETCT_777fa0ba88_11042002.nii.gz,0.0,0.079,0.0
841,PETCT_7faf36a152_11272005.nii.gz,,0.0,0.0
842,PETCT_ff39795341_09222005.nii.gz,,0.0,0.0
843,PETCT_5b10c3f524_09122002.nii.gz,0.0,0.024,0.0
844,PETCT_cd9bdca46b_10052006.nii.gz,,0.0,0.0
845,PETCT_ae6a37a9d6_08182005.nii.gz,0.0,0.048,0.0
846,PETCT_86e54ea60a_03182002.nii.gz,0.85677606608618,0.56,0.047
847,PETCT_185da4c8b6_04182003.nii.gz,0.7886476026660934,0.0,0.004
848,PETCT_1956667fce_02102006.nii.gz,,0.0,0.0
849,PETCT_4ea806706c_10302003.nii.gz,,0.0,0.0
850,PETCT_e77c5fca12_10282002.nii.gz,0.8488662471281591,0.0,0.633
851,PETCT_a0c4dc1ef1_01192003.nii.gz,0.8504453820909517,1.19,0.6900000000000001
852,PETCT_8bf08c9a42_06092006.nii.gz,0.0,11.822000000000001,0.0
853,PETCT_d6a48a629d_07272002.nii.gz,,0.0,0.0
854,PETCT_c16c13211c_10262003.nii.gz,0.7680097680097681,0.0,0.049
855,PETCT_5ac322455f_05262003.nii.gz,0.9151422384827895,0.0,0.105
856,PETCT_bb564e29d2_05052006.nii.gz,,0.0,0.0
857,PETCT_e252be4334_07092004.nii.gz,0.7743805426710567,1.084,0.442
858,PETCT_e1a4145b63_03052006.nii.gz,0.8802395209580839,0.15,0.0
859,PETCT_e77124b7f4_09292005.nii.gz,0.8858492102263475,0.176,0.035
860,PETCT_234f8427c0_12092004.nii.gz,0.0,0.021,0.0
861,PETCT_1a8bd52f71_05052006.nii.gz,0.0,0.718,0.0
862,PETCT_80d7e682f7_02112005.nii.gz,0.8621521044079878,0.021,0.016
863,PETCT_18e8b02af3_08142005.nii.gz,0.9555084745762712,0.0,0.0
864,PETCT_75e42ff05f_09212002.nii.gz,0.0,0.112,0.0
865,PETCT_5951afb86e_03172006.nii.gz,0.0,0.015,0.0
866,PETCT_b1d6679284_05282007.nii.gz,,0.0,0.0
867,PETCT_6604b228c6_10232004.nii.gz,,0.0,0.0
868,PETCT_1bdefef7d5_01142006.nii.gz,0.0,0.194,0.0
869,PETCT_4a0d2e5166_11242006.nii.gz,,0.0,0.0
870,PETCT_607c1b38e3_10162006.nii.gz,,0.0,0.0
871,PETCT_a90955352e_05162003.nii.gz,0.0,0.023,0.0
872,PETCT_5fa9d9a820_09272004.nii.gz,0.0,0.046,0.0
873,PETCT_15f4b7254f_10112003.nii.gz,0.9230769230769231,0.0,0.0
874,PETCT_36870de2f2_05142006.nii.gz,0.4429530201342282,0.029,0.0
875,PETCT_61d5bc58fc_06152007.nii.gz,0.0,0.299,0.0
876,PETCT_53ccb9efbb_12152005.nii.gz,,0.0,0.0
877,PETCT_d51664a9e4_11052004.nii.gz,0.887163848073191,0.381,0.0
878,PETCT_b1aa7ce13e_03092003.nii.gz,0.8585723001830384,0.0,0.221
879,PETCT_997d4ef9a7_07222005.nii.gz,0.0,0.201,0.0
880,PETCT_e37d5b9bc2_12102004.nii.gz,,0.0,0.0
881,PETCT_44bf7dc508_07252002.nii.gz,0.0,0.28600000000000003,0.0
882,PETCT_2e44706eaf_05062005.nii.gz,0.8986683757031974,0.493,0.152
883,PETCT_7b477e7e0d_07262002.nii.gz,0.8304286387187941,0.069,0.455
884,PETCT_7e56b0b62c_05272006.nii.gz,,0.0,0.0
885,PETCT_dec9ff6a91_03032003.nii.gz,,0.0,0.0
886,PETCT_78b89bc739_11082004.nii.gz,,0.0,0.0
887,PETCT_bfd89440db_02052006.nii.gz,0.9057321380059766,0.014,0.044
888,PETCT_424e9b79c5_05112003.nii.gz,0.850963023998352,0.383,0.001
889,PETCT_44b95650c3_10022003.nii.gz,0.0,0.076,0.0
890,PETCT_6c23f2686d_04212007.nii.gz,0.8876691345417411,0.186,0.0
891,PETCT_2dc17aaeaf_07012005.nii.gz,0.8039118183325046,0.209,0.025
892,PETCT_93132553f6_08122002.nii.gz,,0.0,0.0
893,PETCT_591b3025ff_11132004.nii.gz,,0.0,0.0
894,PETCT_6e1dba94e8_11152002.nii.gz,0.0,1.782,0.0
895,PETCT_72d2d6de52_08052005.nii.gz,0.0,0.094,0.0
896,PETCT_dd68a71e0a_11202004.nii.gz,0.7533112582781457,0.0,0.033
897,PETCT_db3bac356a_08212005.nii.gz,0.0,0.187,0.0
898,PETCT_f650c87621_03112005.nii.gz,0.0,0.032,0.0
899,PETCT_7147385005_05092002.nii.gz,0.9094890335310466,0.353,0.078
900,PETCT_bbb83facb4_08232001.nii.gz,0.46565495207667734,12.593,0.0
901,PETCT_4848bebb10_02232003.nii.gz,0.8784844834032653,0.094,0.059000000000000004
902,PETCT_71ae114917_04132003.nii.gz,,0.0,0.0
903,PETCT_5fa9d9a820_09132003.nii.gz,,0.0,0.0
904,PETCT_9775598501_05042001.nii.gz,0.9041091899608164,0.213,0.397
905,PETCT_1472967bef_12212002.nii.gz,0.8148909263357572,0.0,0.41500000000000004
906,PETCT_64aff75516_01202006.nii.gz,,0.0,0.0
907,PETCT_7978e9fe62_03232003.nii.gz,,0.0,0.0
908,PETCT_3cd49210eb_12292002.nii.gz,,0.0,0.0
909,PETCT_8bebb676bf_12202002.nii.gz,,0.0,0.0
910,PETCT_cc7cb73213_12182004.nii.gz,0.0,0.5710000000000001,0.0
911,PETCT_d3d3b7d4ff_08312006.nii.gz,,0.0,0.0
912,PETCT_d0086487f4_04102003.nii.gz,,0.0,0.0
913,PETCT_43c9c71b31_05142007.nii.gz,0.0,0.127,0.0
914,PETCT_3481507253_06172007.nii.gz,,0.0,0.0
915,PETCT_93bea242d1_07252002.nii.gz,0.7707495429616088,0.0,0.0
916,PETCT_a4a66c4fa7_07072006.nii.gz,,0.0,0.0
917,PETCT_790246c76c_02072004.nii.gz,0.7101945827138147,0.209,0.0
918,PETCT_7785c10e91_12152006.nii.gz,0.0,0.0,0.338
